T type,T type class,Dataset,T type sub-class,Specimen ID
Rbp4-Cre_KL100,,Older Gouwen,,490558274
Rbp4-Cre_KL100,,Older Gouwen,,487664663
Rbp4-Cre_KL100,,Older Gouwen,,490601284
Rbp4-Cre_KL100,,Older Gouwen,,326508751
Rbp4-Cre_KL100,,Older Gouwen,,487663469
Rbp4-Cre_KL100,,Older Gouwen,,471131311
Rbp4-Cre_KL100,,Older Gouwen,,508276760
Rbp4-Cre_KL100,,Older Gouwen,,486178939
Rbp4-Cre_KL100,,Older Gouwen,,485838981
Rbp4-Cre_KL100,,Older Gouwen,,325903081
Rbp4-Cre_KL100,,Older Gouwen,,475400072
Rbp4-Cre_KL100,,Older Gouwen,,569706189
Rbp4-Cre_KL100,,Older Gouwen,,488359338
Rbp4-Cre_KL100,,Older Gouwen,,485578197
Rbp4-Cre_KL100,,Older Gouwen,,485574832
Rbp4-Cre_KL100,,Older Gouwen,,569703486
Rbp4-Cre_KL100,,Older Gouwen,,479721491
Rbp4-Cre_KL100,,Older Gouwen,,485579168
Rbp4-Cre_KL100,,Older Gouwen,,508911693
Rbp4-Cre_KL100,,Older Gouwen,,486110216
Rbp4-Cre_KL100,,Older Gouwen,,488419491
Rbp4-Cre_KL100,,Older Gouwen,,325853048
Rbp4-Cre_KL100,,Older Gouwen,,486236426
Rbp4-Cre_KL100,,Older Gouwen,,485956826
Rbp4-Cre_KL100,,Older Gouwen,,490576429
Rbp4-Cre_KL100,,Older Gouwen,,479711015
Rbp4-Cre_KL100,,Older Gouwen,,515524026
Rbp4-Cre_KL100,,Older Gouwen,,486054618
Rbp4-Cre_KL100,,Older Gouwen,,490779678
Rbp4-Cre_KL100,,Older Gouwen,,486052980
Rbp4-Cre_KL100,,Older Gouwen,,507996688
Rbp4-Cre_KL100,,Older Gouwen,,479704527
Rbp4-Cre_KL100,,Older Gouwen,,490931049
Rbp4-Cre_KL100,,Older Gouwen,,488683425
Rbp4-Cre_KL100,,Older Gouwen,,325815086
Rbp4-Cre_KL100,,Older Gouwen,,480718588
Rbp4-Cre_KL100,,Older Gouwen,,485880739
Rbp4-Cre_KL100,,Older Gouwen,,477564985
Rbp4-Cre_KL100,,Older Gouwen,,471141261
Rbp4-Cre_KL100,,Older Gouwen,,325919795
Rbp4-Cre_KL100,,Older Gouwen,,487664070
Rbp4-Cre_KL100,,Older Gouwen,,485835016
Rbp4-Cre_KL100,,Older Gouwen,,490916882
Rbp4-Cre_KL100,,Older Gouwen,,485834744
Rbp4-Cre_KL100,,Older Gouwen,,490790207
Rbp4-Cre_KL100,,Older Gouwen,,488380827
Rbp4-Cre_KL100,,Older Gouwen,,485835055
Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,614777438
Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,,Older Gouwen,,614767057
Pvalb-T2A-CreERT2,,Older Gouwen,,603502705
Pvalb-T2A-CreERT2,,Older Gouwen,,593709955
Pvalb-IRES-Cre,,Older Gouwen,,469801138
Pvalb-IRES-Cre,,Older Gouwen,,481127932
Pvalb-IRES-Cre,,Older Gouwen,,475549334
Pvalb-IRES-Cre,,Older Gouwen,,484744672
Pvalb-IRES-Cre,,Older Gouwen,,486754703
Pvalb-IRES-Cre,,Older Gouwen,,486755781
Pvalb-IRES-Cre,,Older Gouwen,,574399717
Pvalb-IRES-Cre,,Older Gouwen,,471085676
Pvalb-IRES-Cre,,Older Gouwen,,567901050
Pvalb-IRES-Cre,,Older Gouwen,,478947222
Pvalb-IRES-Cre,,Older Gouwen,,488438177
Pvalb-IRES-Cre,,Older Gouwen,,487405644
Pvalb-IRES-Cre,,Older Gouwen,,482516631
Pvalb-IRES-Cre,,Older Gouwen,,574377603
Pvalb-IRES-Cre,,Older Gouwen,,491031969
Pvalb-IRES-Cre,,Older Gouwen,,484742372
Pvalb-IRES-Cre,,Older Gouwen,,320455763
Pvalb-IRES-Cre,,Older Gouwen,,478793814
Pvalb-IRES-Cre,,Older Gouwen,,471088062
Pvalb-IRES-Cre,,Older Gouwen,,500864898
Pvalb-IRES-Cre,,Older Gouwen,,487400838
Pvalb-IRES-Cre,,Older Gouwen,,484744867
Pvalb-IRES-Cre,,Older Gouwen,,475895240
Pvalb-IRES-Cre,,Older Gouwen,,475894121
Pvalb-IRES-Cre,,Older Gouwen,,591278744
Pvalb-IRES-Cre,,Older Gouwen,,571314481
Pvalb-IRES-Cre,,Older Gouwen,,509683388
Pvalb-IRES-Cre,,Older Gouwen,,509779247
Pvalb-IRES-Cre,,Older Gouwen,,466114829
Pvalb-IRES-Cre,,Older Gouwen,,481093525
Pvalb-IRES-Cre,,Older Gouwen,,478958894
Pvalb-IRES-Cre,,Older Gouwen,,509515969
Pvalb-IRES-Cre,,Older Gouwen,,571379507
Pvalb-IRES-Cre,,Older Gouwen,,509522358
Pvalb-IRES-Cre,,Older Gouwen,,500864322
Pvalb-IRES-Cre,,Older Gouwen,,569998790
Pvalb-IRES-Cre,,Older Gouwen,,482491330
Pvalb-IRES-Cre,,Older Gouwen,,581403121
Pvalb-IRES-Cre,,Older Gouwen,,313861539
Pvalb-IRES-Cre,,Older Gouwen,,571715883
Pvalb-IRES-Cre,,Older Gouwen,,569997187
Pvalb-IRES-Cre,,Older Gouwen,,469614747
Pvalb-IRES-Cre,,Older Gouwen,,485245025
Pvalb-IRES-Cre,,Older Gouwen,,464368713
Pvalb-IRES-Cre,,Older Gouwen,,579414994
Pvalb-IRES-Cre,,Older Gouwen,,567952169
Pvalb-IRES-Cre,,Older Gouwen,,487668030
Pvalb-IRES-Cre,,Older Gouwen,,396369826
Pvalb-IRES-Cre,,Older Gouwen,,396687610
Pvalb-IRES-Cre,,Older Gouwen,,500879695
Pvalb-IRES-Cre,,Older Gouwen,,320247631
Pvalb-IRES-Cre,,Older Gouwen,,321707833
Pvalb-IRES-Cre,,Older Gouwen,,485053941
Pvalb-IRES-Cre,,Older Gouwen,,569991910
Pvalb-IRES-Cre,,Older Gouwen,,481127348
Pvalb-IRES-Cre,,Older Gouwen,,503254105
Pvalb-IRES-Cre,,Older Gouwen,,486791945
Pvalb-IRES-Cre,,Older Gouwen,,567987585
Pvalb-IRES-Cre,,Older Gouwen,,573976402
Pvalb-IRES-Cre,,Older Gouwen,,569749430
Pvalb-IRES-Cre,,Older Gouwen,,466245544
Pvalb-IRES-Cre,,Older Gouwen,,485253111
Pvalb-IRES-Cre,,Older Gouwen,,488685185
Pvalb-IRES-Cre,,Older Gouwen,,569723367
Pvalb-IRES-Cre,,Older Gouwen,,579671105
Pvalb-IRES-Cre,,Older Gouwen,,491038812
Pvalb-IRES-Cre,,Older Gouwen,,487640196
Pvalb-IRES-Cre,,Older Gouwen,,487323089
Pvalb-IRES-Cre,,Older Gouwen,,569723405
Pvalb-IRES-Cre,,Older Gouwen,,484629749
Pvalb-IRES-Cre,,Older Gouwen,,488501071
Pvalb-IRES-Cre,,Older Gouwen,,487638658
Pvalb-IRES-Cre,,Older Gouwen,,599434799
Pvalb-IRES-Cre,,Older Gouwen,,321704734
Pvalb-IRES-Cre,,Older Gouwen,,588189066
Pvalb-IRES-Cre,,Older Gouwen,,480735016
Pvalb-IRES-Cre,,Older Gouwen,,579672464
Pvalb-IRES-Cre,,Older Gouwen,,572295788
Pvalb-IRES-Cre,,Older Gouwen,,396608557
Pvalb-IRES-Cre,,Older Gouwen,,574992320
Pvalb-IRES-Cre,,Older Gouwen,,488708322
Pvalb-IRES-Cre,,Older Gouwen,,475550148
Pvalb-IRES-Cre,,Older Gouwen,,570081589
Pvalb-IRES-Cre,,Older Gouwen,,321708130
Pvalb-IRES-Cre,,Older Gouwen,,511247944
Pvalb-IRES-Cre,,Older Gouwen,,485184849
Pvalb-IRES-Cre,,Older Gouwen,,485182007
Pvalb-IRES-Cre,,Older Gouwen,,569955172
Pvalb-IRES-Cre,,Older Gouwen,,478795872
Pvalb-IRES-Cre,,Older Gouwen,,477490421
Pvalb-IRES-Cre,,Older Gouwen,,480963429
Pvalb-IRES-Cre,,Older Gouwen,,318553131
Pvalb-IRES-Cre,,Older Gouwen,,515305346
Pvalb-IRES-Cre,,Older Gouwen,,486777819
Pvalb-IRES-Cre,,Older Gouwen,,330080937
Pvalb-IRES-Cre,,Older Gouwen,,571396942
Pvalb-IRES-Cre,,Older Gouwen,,510715606
Pvalb-IRES-Cre,,Older Gouwen,,469610831
Pvalb-IRES-Cre,,Older Gouwen,,478058328
Pvalb-IRES-Cre,,Older Gouwen,,320466776
Pvalb-IRES-Cre,,Older Gouwen,,579283563
Pvalb-IRES-Cre,,Older Gouwen,,572376830
Pvalb-IRES-Cre,,Older Gouwen,,341016267
Pvalb-IRES-Cre,,Older Gouwen,,488687042
Pvalb-IRES-Cre,,Older Gouwen,,572409429
Pvalb-IRES-Cre,,Older Gouwen,,341459814
Pvalb-IRES-Cre,,Older Gouwen,,574067499
Pvalb-IRES-Cre,,Older Gouwen,,318543876
Pvalb-IRES-Cre,,Older Gouwen,,569720969
Pvalb-IRES-Cre,,Older Gouwen,,510706277
Pvalb-IRES-Cre,,Older Gouwen,,485048967
Pvalb-IRES-Cre,,Older Gouwen,,570089080
Pvalb-IRES-Cre,,Older Gouwen,,480952106
Pvalb-IRES-Cre,,Older Gouwen,,479298854
Pvalb-IRES-Cre,,Older Gouwen,,320466871
Pvalb-IRES-Cre,,Older Gouwen,,515302868
Pvalb-IRES-Cre,,Older Gouwen,,487306716
Pvalb-IRES-Cre,,Older Gouwen,,570946690
Pvalb-IRES-Cre,,Older Gouwen,,318556138
Pvalb-IRES-Cre,,Older Gouwen,,470062597
Pvalb-IRES-Cre,,Older Gouwen,,580639899
Pvalb-IRES-Cre,,Older Gouwen,,318331342
Pvalb-IRES-Cre,,Older Gouwen,,318522838
Pvalb-IRES-Cre,,Older Gouwen,,475892238
Pvalb-IRES-Cre,,Older Gouwen,,471077857
Pvalb-IRES-Cre,,Older Gouwen,,572609108
Pvalb-IRES-Cre,,Older Gouwen,,482516713
Pvalb-IRES-Cre,,Older Gouwen,,469992918
Pvalb-IRES-Cre,,Older Gouwen,,486783119
Pvalb-IRES-Cre,,Older Gouwen,,478949560
Pvalb-IRES-Cre,,Older Gouwen,,573948335
Pvalb-IRES-Cre,,Older Gouwen,,481127173
Pvalb-IRES-Cre,,Older Gouwen,,313861411
Pvalb-IRES-Cre,,Older Gouwen,,488688580
Pvalb-IRES-Cre,,Older Gouwen,,581404810
Pvalb-IRES-Cre,,Older Gouwen,,567446579
Pvalb-IRES-Cre,,Older Gouwen,,579282688
Pvalb-IRES-Cre,,Older Gouwen,,509516379
Pvalb-IRES-Cre,,Older Gouwen,,481018305
Pvalb-IRES-Cre,,Older Gouwen,,481096407
Pvalb-IRES-Cre,,Older Gouwen,,488770805
Pvalb-IRES-Cre,,Older Gouwen,,487667205
Pvalb-IRES-Cre,,Older Gouwen,,488711144
Pvalb-IRES-Cre,,Older Gouwen,,488440436
Pvalb-IRES-Cre,,Older Gouwen,,490387590
Pvalb-IRES-Cre,,Older Gouwen,,579392973
Pvalb-IRES-Cre,,Older Gouwen,,336676216
Pvalb-IRES-Cre,,Older Gouwen,,488501487
Pvalb-IRES-Cre,,Older Gouwen,,479010903
Pvalb-IRES-Cre,,Older Gouwen,,488440893
Pvalb-IRES-Cre,,Older Gouwen,,490386426
Pvalb-IRES-Cre,,Older Gouwen,,318362027
Pvalb-IRES-Cre,,Older Gouwen,,485639243
Pvalb-IRES-Cre,,Older Gouwen,,313861608
Pvalb-IRES-Cre,,Older Gouwen,,509617624
Pvalb-IRES-Cre,,Older Gouwen,,485060618
Pvalb-IRES-Cre,,Older Gouwen,,479225274
Pvalb-IRES-Cre,,Older Gouwen,,567927838
Pvalb-IRES-Cre,,Older Gouwen,,570091111
Pvalb-IRES-Cre,,Older Gouwen,,322520586
Pvalb-IRES-Cre,,Older Gouwen,,574377552
Pvalb-IRES-Cre,,Older Gouwen,,482444444
Pvalb-IRES-Cre,,Older Gouwen,,471087830
Pvalb-IRES-Cre,,Older Gouwen,,591268268
Pvalb-IRES-Cre,,Older Gouwen,,574059157
Pvalb-IRES-Cre,,Older Gouwen,,570931770
Pvalb-IRES-Cre,,Older Gouwen,,598380007
Pvalb-IRES-Cre,,Older Gouwen,,321707905
Pvalb-IRES-Cre,,Older Gouwen,,488707768
Pvalb-IRES-Cre,,Older Gouwen,,579290303
Pvalb-IRES-Cre,,Older Gouwen,,487594856
Pvalb-IRES-Cre,,Older Gouwen,,591639922
Pvalb-IRES-Cre,,Older Gouwen,,333604946
Pvalb-IRES-Cre,,Older Gouwen,,469801569
Pvalb-IRES-Cre,,Older Gouwen,,396652279
Pvalb-IRES-Cre,,Older Gouwen,,475545150
Pvalb-IRES-Cre,,Older Gouwen,,321016044
Pvalb-IRES-Cre,,Older Gouwen,,475549284
Pvalb-IRES-Cre,,Older Gouwen,,478828646
Pvalb-IRES-Cre,,Older Gouwen,,511244283
Pvalb-IRES-Cre,,Older Gouwen,,396650742
Pvalb-IRES-Cre,,Older Gouwen,,486896849
Pvalb-IRES-Cre,,Older Gouwen,,330154280
Pvalb-IRES-Cre,,Older Gouwen,,515296303
Pvalb-IRES-Cre,,Older Gouwen,,571311039
Pvalb-IRES-Cre,,Older Gouwen,,572375809
Pvalb-IRES-Cre,,Older Gouwen,,481017021
Pvalb-IRES-Cre,,Older Gouwen,,484818613
Pvalb-IRES-Cre,,Older Gouwen,,484635029
Pvalb-IRES-Cre,,Older Gouwen,,569955315
Pvalb-IRES-Cre,,Older Gouwen,,321023397
Pvalb-IRES-Cre,,Older Gouwen,,571867358
Pvalb-IRES-Cre,,Older Gouwen,,313862373
Pvalb-IRES-Cre,,Older Gouwen,,487359276
Pvalb-IRES-Cre,,Older Gouwen,,485630699
Pvalb-IRES-Cre,,Older Gouwen,,568790226
Pvalb-IRES-Cre,,Older Gouwen,,489719193
Pvalb-IRES-Cre,,Older Gouwen,,487537399
Pvalb-IRES-Cre,,Older Gouwen,,318331264
Pvalb-IRES-Cre,,Older Gouwen,,488497498
Pvalb-IRES-Cre,,Older Gouwen,,475888653
Pvalb-IRES-Cre,,Older Gouwen,,570098371
Pvalb-IRES-Cre,,Older Gouwen,,396274594
Pvalb-IRES-Cre,,Older Gouwen,,471077468
Pvalb-IRES-Cre,,Older Gouwen,,341442651
Pvalb-IRES-Cre,,Older Gouwen,,571379222
Pvalb-IRES-Cre,,Older Gouwen,,320421014
Pvalb-IRES-Cre,,Older Gouwen,,464290292
Pvalb-IRES-Cre,,Older Gouwen,,333785962
Pvalb-IRES-Cre,,Older Gouwen,,484742605
Pvalb-IRES-Cre,,Older Gouwen,,570932768
Pvalb-IRES-Cre,,Older Gouwen,,321019600
Pvalb-IRES-Cre,,Older Gouwen,,500862585
Pvalb-IRES-Cre,,Older Gouwen,,488230133
Pvalb-IRES-Cre,,Older Gouwen,,485640247
Pvalb-IRES-Cre,,Older Gouwen,,333785935
Pvalb-IRES-Cre,,Older Gouwen,,572609946
Penk-IRES2-Cre-neo,,Older Gouwen,,604130772
Penk-IRES2-Cre-neo,,Older Gouwen,,605660220
Penk-IRES2-Cre-neo,,Older Gouwen,,604134393
Penk-IRES2-Cre-neo,,Older Gouwen,,604142045
Penk-IRES2-Cre-neo,,Older Gouwen,,603411614
Penk-IRES2-Cre-neo,,Older Gouwen,,605631509
Penk-IRES2-Cre-neo,,Older Gouwen,,603423462
Penk-IRES2-Cre-neo,,Older Gouwen,,603402458
Oxtr-T2A-Cre,,Older Gouwen,,565871768
Oxtr-T2A-Cre,,Older Gouwen,,565888394
Oxtr-T2A-Cre,,Older Gouwen,,580007431
Oxtr-T2A-Cre,,Older Gouwen,,580010290
Oxtr-T2A-Cre,,Older Gouwen,,584670484
Oxtr-T2A-Cre,,Older Gouwen,,565407476
Oxtr-T2A-Cre,,Older Gouwen,,578938153
Oxtr-T2A-Cre,,Older Gouwen,,565871856
Oxtr-T2A-Cre,,Older Gouwen,,584280397
Oxtr-T2A-Cre,,Older Gouwen,,565866518
Oxtr-T2A-Cre,,Older Gouwen,,578898150
Oxtr-T2A-Cre,,Older Gouwen,,565397408
Oxtr-T2A-Cre,,Older Gouwen,,584671501
Oxtr-T2A-Cre,,Older Gouwen,,565462089
Oxtr-T2A-Cre,,Older Gouwen,,584271064
Oxtr-T2A-Cre,,Older Gouwen,,565870964
Oxtr-T2A-Cre,,Older Gouwen,,565858209
Oxtr-T2A-Cre,,Older Gouwen,,584681388
Oxtr-T2A-Cre,,Older Gouwen,,584254833
Oxtr-T2A-Cre,,Older Gouwen,,565381304
Oxtr-T2A-Cre,,Older Gouwen,,578929342
Oxtr-T2A-Cre,,Older Gouwen,,565855793
Oxtr-T2A-Cre,,Older Gouwen,,578894262
Oxtr-T2A-Cre,,Older Gouwen,,565459685
Oxtr-T2A-Cre,,Older Gouwen,,580212997
Oxtr-T2A-Cre,,Older Gouwen,,584219169
Oxtr-T2A-Cre,,Older Gouwen,,580005568
Oxtr-T2A-Cre,,Older Gouwen,,584665305
Oxtr-T2A-Cre,,Older Gouwen,,584231995
Oxtr-T2A-Cre,,Older Gouwen,,565417112
Oxtr-T2A-Cre,,Older Gouwen,,584215214
Oxtr-T2A-Cre,,Older Gouwen,,580014328
Oxtr-T2A-Cre,,Older Gouwen,,584664194
Oxtr-T2A-Cre,,Older Gouwen,,565448436
Oxtr-T2A-Cre,,Older Gouwen,,565863515
Oxtr-T2A-Cre,,Older Gouwen,,584682764
Oxtr-T2A-Cre,,Older Gouwen,,584680861
Oxtr-T2A-Cre,,Older Gouwen,,565415071
Oxtr-T2A-Cre,,Older Gouwen,,578909807
Oxtr-T2A-Cre,,Older Gouwen,,580257315
Oxtr-T2A-Cre,,Older Gouwen,,580234482
Oxtr-T2A-Cre,,Older Gouwen,,580203028
Oxtr-T2A-Cre,,Older Gouwen,,578917575
Oxtr-T2A-Cre,,Older Gouwen,,580194100
Oxtr-T2A-Cre,,Older Gouwen,,584660071
Oxtr-T2A-Cre,,Older Gouwen,,580236419
Ntsr1-Cre_GN220,,Older Gouwen,,488688374
Ntsr1-Cre_GN220,,Older Gouwen,,488428837
Ntsr1-Cre_GN220,,Older Gouwen,,509003464
Ntsr1-Cre_GN220,,Older Gouwen,,485934207
Ntsr1-Cre_GN220,,Older Gouwen,,322762730
Ntsr1-Cre_GN220,,Older Gouwen,,503595332
Ntsr1-Cre_GN220,,Older Gouwen,,485905411
Ntsr1-Cre_GN220,,Older Gouwen,,490718897
Ntsr1-Cre_GN220,,Older Gouwen,,490263438
Ntsr1-Cre_GN220,,Older Gouwen,,503286448
Ntsr1-Cre_GN220,,Older Gouwen,,515986607
Ntsr1-Cre_GN220,,Older Gouwen,,490382353
Ntsr1-Cre_GN220,,Older Gouwen,,503814817
Ntsr1-Cre_GN220,,Older Gouwen,,471789504
Ntsr1-Cre_GN220,,Older Gouwen,,488674910
Ntsr1-Cre_GN220,,Older Gouwen,,490259892
Ntsr1-Cre_GN220,,Older Gouwen,,503517607
Ntsr1-Cre_GN220,,Older Gouwen,,507918877
Ntsr1-Cre_GN220,,Older Gouwen,,522676397
Ntsr1-Cre_GN220,,Older Gouwen,,539742766
Ntsr1-Cre_GN220,,Older Gouwen,,508980706
Ntsr1-Cre_GN220,,Older Gouwen,,322781822
Ntsr1-Cre_GN220,,Older Gouwen,,522696638
Ntsr1-Cre_GN220,,Older Gouwen,,490746462
Ntsr1-Cre_GN220,,Older Gouwen,,559222019
Ntsr1-Cre_GN220,,Older Gouwen,,559221786
Ntsr1-Cre_GN220,,Older Gouwen,,501562903
Ntsr1-Cre_GN220,,Older Gouwen,,488687894
Ntsr1-Cre_GN220,,Older Gouwen,,471819401
Ntsr1-Cre_GN220,,Older Gouwen,,522152249
Ntsr1-Cre_GN220,,Older Gouwen,,488676149
Ntsr1-Cre_GN220,,Older Gouwen,,490264167
Ntsr1-Cre_GN220,,Older Gouwen,,471786879
Ntsr1-Cre_GN220,,Older Gouwen,,485911892
Ntsr1-Cre_GN220,,Older Gouwen,,517077548
Ntsr1-Cre_GN220,,Older Gouwen,,488688344
Ntsr1-Cre_GN220,,Older Gouwen,,485288679
Ntsr1-Cre_GN220,,Older Gouwen,,485905391
Ntsr1-Cre_GN220,,Older Gouwen,,503582237
Ntsr1-Cre_GN220,,Older Gouwen,,508987256
Ntsr1-Cre_GN220,,Older Gouwen,,490385956
Ntsr1-Cre_GN220,,Older Gouwen,,488430421
Ntsr1-Cre_GN220,,Older Gouwen,,488426904
Ntsr1-Cre_GN220,,Older Gouwen,,508272216
Ntsr1-Cre_GN220,,Older Gouwen,,485339983
Ntsr1-Cre_GN220,,Older Gouwen,,488432250
Ntsr1-Cre_GN220,,Older Gouwen,,509005331
Ntsr1-Cre_GN220,,Older Gouwen,,488430487
Ntsr1-Cre_GN220,,Older Gouwen,,485182362
Ntsr1-Cre_GN220,,Older Gouwen,,508275137
Ntsr1-Cre_GN220,,Older Gouwen,,471800189
Ntsr1-Cre_GN220,,Older Gouwen,,466632464
Ntsr1-Cre_GN220,,Older Gouwen,,490712265
Ntsr1-Cre_GN220,,Older Gouwen,,485287944
Ntsr1-Cre_GN220,,Older Gouwen,,516086402
Ntsr1-Cre_GN220,,Older Gouwen,,322274121
Ntsr1-Cre_GN220,,Older Gouwen,,471410185
Ntsr1-Cre_GN220,,Older Gouwen,,485938494
Ntsr1-Cre_GN220,,Older Gouwen,,501566512
Ntsr1-Cre_GN220,,Older Gouwen,,490485142
Ntsr1-Cre_GN220,,Older Gouwen,,488467273
Ntsr1-Cre_GN220,,Older Gouwen,,501563275
Ntsr1-Cre_GN220,,Older Gouwen,,322297406
Ntsr1-Cre_GN220,,Older Gouwen,,488448839
Ntsr1-Cre_GN220,,Older Gouwen,,503823047
Ntsr1-Cre_GN220,,Older Gouwen,,488675026
Ntsr1-Cre_GN220,,Older Gouwen,,490259231
Ntsr1-Cre_GN220,,Older Gouwen,,522147522
Ntsr1-Cre_GN220,,Older Gouwen,,488462885
Ntsr1-Cre_GN220,,Older Gouwen,,507914933
Nr5a1-Cre,,Older Gouwen,,502267531
Nr5a1-Cre,,Older Gouwen,,517974394
Nr5a1-Cre,,Older Gouwen,,476457450
Nr5a1-Cre,,Older Gouwen,,517977609
Nr5a1-Cre,,Older Gouwen,,369697038
Nr5a1-Cre,,Older Gouwen,,569424261
Nr5a1-Cre,,Older Gouwen,,478447600
Nr5a1-Cre,,Older Gouwen,,485468180
Nr5a1-Cre,,Older Gouwen,,502193385
Nr5a1-Cre,,Older Gouwen,,560599530
Nr5a1-Cre,,Older Gouwen,,505808144
Nr5a1-Cre,,Older Gouwen,,318733871
Nr5a1-Cre,,Older Gouwen,,502260112
Nr5a1-Cre,,Older Gouwen,,485570372
Nr5a1-Cre,,Older Gouwen,,510451636
Nr5a1-Cre,,Older Gouwen,,482910438
Nr5a1-Cre,,Older Gouwen,,489754156
Nr5a1-Cre,,Older Gouwen,,489888847
Nr5a1-Cre,,Older Gouwen,,476452460
Nr5a1-Cre,,Older Gouwen,,321923492
Nr5a1-Cre,,Older Gouwen,,370351753
Nr5a1-Cre,,Older Gouwen,,469734859
Nr5a1-Cre,,Older Gouwen,,479679997
Nr5a1-Cre,,Older Gouwen,,386970660
Nr5a1-Cre,,Older Gouwen,,397353539
Nr5a1-Cre,,Older Gouwen,,485490864
Nr5a1-Cre,,Older Gouwen,,482905575
Nr5a1-Cre,,Older Gouwen,,562185938
Nr5a1-Cre,,Older Gouwen,,502245101
Nr5a1-Cre,,Older Gouwen,,482726727
Nr5a1-Cre,,Older Gouwen,,386867406
Nr5a1-Cre,,Older Gouwen,,482726749
Nr5a1-Cre,,Older Gouwen,,514544971
Nr5a1-Cre,,Older Gouwen,,367567889
Nr5a1-Cre,,Older Gouwen,,483020137
Nr5a1-Cre,,Older Gouwen,,502993826
Nr5a1-Cre,,Older Gouwen,,510946335
Nr5a1-Cre,,Older Gouwen,,422055317
Nr5a1-Cre,,Older Gouwen,,502978383
Nr5a1-Cre,,Older Gouwen,,318808427
Nr5a1-Cre,,Older Gouwen,,489888898
Nr5a1-Cre,,Older Gouwen,,479682071
Nr5a1-Cre,,Older Gouwen,,489885173
Nr5a1-Cre,,Older Gouwen,,321906005
Nr5a1-Cre,,Older Gouwen,,356237593
Nr5a1-Cre,,Older Gouwen,,385492488
Nr5a1-Cre,,Older Gouwen,,489753277
Nr5a1-Cre,,Older Gouwen,,422738880
Nr5a1-Cre,,Older Gouwen,,476455864
Nr5a1-Cre,,Older Gouwen,,475838754
Nr5a1-Cre,,Older Gouwen,,475459689
Nr5a1-Cre,,Older Gouwen,,485570335
Nr5a1-Cre,,Older Gouwen,,486510127
Nr5a1-Cre,,Older Gouwen,,489753228
Nr5a1-Cre,,Older Gouwen,,482652174
Nr5a1-Cre,,Older Gouwen,,382982932
Nr5a1-Cre,,Older Gouwen,,578938449
Nr5a1-Cre,,Older Gouwen,,569441208
Nr5a1-Cre,,Older Gouwen,,489731121
Nr5a1-Cre,,Older Gouwen,,386049446
Nr5a1-Cre,,Older Gouwen,,465924786
Nr5a1-Cre,,Older Gouwen,,482658760
Nr5a1-Cre,,Older Gouwen,,577854506
Nr5a1-Cre,,Older Gouwen,,321893798
Nr5a1-Cre,,Older Gouwen,,578517537
Nr5a1-Cre,,Older Gouwen,,502269786
Nr5a1-Cre,,Older Gouwen,,482809953
Nr5a1-Cre,,Older Gouwen,,517752298
Nr5a1-Cre,,Older Gouwen,,397354239
Nr5a1-Cre,,Older Gouwen,,397348126
Nr5a1-Cre,,Older Gouwen,,482799345
Nr5a1-Cre,,Older Gouwen,,483027960
Nr5a1-Cre,,Older Gouwen,,370694659
Nr5a1-Cre,,Older Gouwen,,354833767
Nr5a1-Cre,,Older Gouwen,,475330208
Nr5a1-Cre,,Older Gouwen,,476086391
Nr5a1-Cre,,Older Gouwen,,560594898
Nr5a1-Cre,,Older Gouwen,,476451456
Nr5a1-Cre,,Older Gouwen,,510455612
Nr5a1-Cre,,Older Gouwen,,469720505
Nr5a1-Cre,,Older Gouwen,,489752610
Nr5a1-Cre,,Older Gouwen,,478439166
Nr5a1-Cre,,Older Gouwen,,321923685
Nr5a1-Cre,,Older Gouwen,,469704261
Nr5a1-Cre,,Older Gouwen,,476087653
Nr5a1-Cre,,Older Gouwen,,479683481
Nr5a1-Cre,,Older Gouwen,,397345294
Nr5a1-Cre,,Older Gouwen,,510658021
Nr5a1-Cre,,Older Gouwen,,397351623
Nr5a1-Cre,,Older Gouwen,,514530024
Nr5a1-Cre,,Older Gouwen,,483024426
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,572410577
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,592712536
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,574038330
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547262673
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,517345160
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,592952680
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,586566174
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,623427407
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547330489
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547262585
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,587081792
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,547336671
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,574036994
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,516327568
Nos1-CreERT2|Sst-IRES-FlpO,,Older Gouwen,,592723092
