T type sub-class,T type,T type class,Specimen ID,Axon Bias X (millimeters),Axon Bias Y (millimeters),Axon Contraction,Axon Emd With Basal Dendrite,Axon Extent X (millimeters),Axon Extent Y (millimeters),Axon Hist Pc 0,Axon Hist Pc 1,Axon Hist Pc 2,Axon Hist Pc 3,Axon Hist Pc 4,Axon Max Branch Order,Axon Max Euclidean Distance (millimeters),Axon Max Path Distance (millimeters),Axon Num Branches,Axon Pct Above Basal Dendrite,Axon Pct Below Basal Dendrite,Axon Pct Intersect Basal Dendrite,Axon Soma Distance (millimeters),Axon Soma Percentile X,Axon Soma Percentile Y,Axon Soma Theta,Axon Total Length (millimeters),Basal Dendrite Bias X (millimeters),Basal Dendrite Bias Y (millimeters),Basal Dendrite Contraction,Basal Dendrite Extent X (millimeters),Basal Dendrite Extent Y (millimeters),Basal Dendrite Max Branch Order,Basal Dendrite Max Euclidean Distance (millimeters),Basal Dendrite Max Path Distance (millimeters),Basal Dendrite Num Branches,Basal Dendrite Num Stems,Basal Dendrite Pct Above Axon,Basal Dendrite Pct Below Axon,Basal Dendrite Pct Intersect Axon,Basal Dendrite Soma Percentile X,Basal Dendrite Soma Percentile Y,Basal Dendrite Stem Exit Down,Basal Dendrite Stem Exit Side Less,Basal Dendrite Stem Exit Side More,Basal Dendrite Stem Exit Up,Basal Dendrite Total Length (millimeters),Normalized Soma Depth
Pvalb interneuron,Pvalb Gpr149 Islr,MGE interneuron,763378303,0.083507078,0.162383015,0.873502109,13.41585213,0.513564184,0.432622115,-307.8460347,-41.35740752,-715.7596291,-329.4651738,-172.2637481,18,0.44747822,0.612447626,239,0.004538578,0,0.995461422,0.008531794,0.42526475,0.066263238,0.056808917,10.07462368,0.080225397,0.101985032,0.877872777,0.349126351,0.461988672,6,0.297399975,0.364530585,46,6,0,0.015156507,0.984843493,0.365074135,0.33937397,0,0.333333333,0.5,0.166666667,4.315624124,0.60430662
Sst interneuron,Sst Esm1,MGE interneuron,766591236,0.082143551,0.54864843,0.847949457,57.506586,0.484452964,0.54864843,-289.5368591,58.0632739,-251.2084185,-399.1725701,-391.9871409,13,0.566805193,0.753053859,55,0.300527903,0,0.699472097,0.02488895,0.435897436,0,0.43845498,3.605835367,0.031530154,0.090247673,0.858065606,0.582748587,0.503298177,8,0.423166335,0.517757921,56,4,0,0.773780187,0.226219813,0.409807787,0.72178413,0.25,0.25,0.5,0,5.705068253,0.716513467
Sst interneuron,Sst Myh8 Etv1,MGE interneuron,639881631,0.082044627,0.172200948,0.818187981,16.61363277,0.410870251,0.655631421,-460.1522062,-31.26618401,-638.4446606,-674.0695378,223.8989894,24,0.415512542,0.714887552,379,0.512514742,0.011007732,0.476477526,0.007365529,0.420652601,0.186869349,0.322453771,11.82772329,0.009409779,0.087312859,0.820712799,0.282224182,0.25528084,6,0.203349304,0.262545378,44,6,0,0,1,0.496424315,0.585220501,0.166666667,0.333333333,0.333333333,0.166666667,2.417515086,0.63176058
Lamp5 interneuron,Lamp5 Fam19a1 Pax6,CGE interneuron,764341238,0.08196065,0.056653458,0.853787347,10.53310286,0.453341802,0.110158662,230.3184335,2005.225784,-306.2876507,729.8202995,12.31987468,18,0.325913837,0.778541,389,0.019075362,0,0.980924638,0,0.223078369,0.032418718,0.490131358,16.63022968,0.009884918,0.025346904,0.82142323,0.163142107,0.169362664,4,0.153553329,0.181623785,25,5,0,0.225423729,0.774576271,0.474576271,0.523728814,0.2,0.2,0.4,0.2,1.712699532,0.099758488
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,808537562,0.081473364,0.14536805,0.860347698,32.55007324,0.461517097,0.788810512,260.7642437,-266.8007038,-743.7396534,-30.04281194,321.9125417,17,0.481730041,0.737928874,341,0.443767233,0.001886519,0.554346249,0,0.354665506,0.20301843,0.267276017,20.37148791,0.008800605,0.186819047,0.882040903,0.213064373,0.404258306,6,0.31630699,0.384553519,38,6,0,0,1,0.296034764,0.610537751,0.166666667,0,0.333333333,0.5,2.703597131,0.531146927
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,715159651,0.081055609,0.241853316,0.86189731,14.37951227,0.35008172,0.493596223,501.2942364,-555.1141212,-267.1054316,280.959927,-305.903047,20,0.381697802,1.1000584,281,0,0.163225286,0.836774714,0.008940714,0.344791787,0.871726843,0.342943968,12.31161175,0.006273518,0.007436206,0.842339359,0.234744725,0.38258421,7,0.2590876,0.298611792,45,3,0.138297872,0,0.861702128,0.382978723,0.623404255,0.666666667,0,0,0.333333333,2.631392457,0.227180568
Pvalb interneuron,Pvalb Sema3e Kank4,MGE interneuron,698586385,0.079359906,0.183187006,0.889737406,3.794693751,0.654572056,0.336106183,-1257.745932,-229.870067,744.9427396,294.5452258,621.7383737,20,0.380890649,0.781942388,383,0.021909633,0.00400682,0.974083546,0,0.476044331,0.111167945,0.411687085,17.39356029,0.011144318,0.133323963,0.866251285,0.348910392,0.255874295,9,0.254129816,0.356670742,83,7,0,0,1,0.435241445,0.073872721,0.142857143,0.142857143,0.428571429,0.285714286,4.543880807,0.824154222
Sncg interneuron,Sncg Gpr50,CGE interneuron,993245688,0.079241519,0.251226369,0.844350261,16.01798962,0.866922883,0.551938489,2451.292099,-1182.725068,901.3110697,-122.8226174,459.1146978,19,0.556291097,1.155124808,415,0.000173408,0.163523649,0.836302944,0,0.402739845,0.581870204,0.876609382,34.06907797,0.016894268,0.041951719,0.84971662,0.316256106,0.257405947,6,0.236882978,0.289194411,55,5,0,0,1,0.463690873,0.228847435,0.2,0,0.4,0.4,4.241089015,0.227686434
Sst interneuron,Sst Myh8 Etv1,MGE interneuron,731733715,0.078507894,0.392633066,0.84122187,21.21415234,0.220034637,0.46836527,-323.3793651,51.64247428,-242.5108892,-408.9649767,-349.5969628,15,0.447107314,0.646448574,105,0.21425877,0,0.78574123,0,0.273858921,0.074311581,0.431678758,4.728892458,0.003760087,0.033395014,0.832105769,0.235953862,0.238601786,6,0.253127177,0.308544241,40,4,0,0.179886686,0.820113314,0.407932011,0.468130312,0.5,0,0.25,0.25,2.747136434,0.660402095
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,739792780,0.078404584,0.287483137,0.866175452,37.44968959,0.478715643,0.669457807,109.050899,-213.1643196,-809.4388262,45.00454932,308.2377711,21,0.511213511,1.061703933,383,0.49761454,0,0.50238546,0,0.463915184,0.143051874,0.163503846,19.56946496,0.04626854,0.084804014,0.882594528,0.221173015,0.307927894,5,0.224491925,0.277278403,32,4,0,0.005529226,0.994470774,0.342022117,0.736966825,0.5,0.25,0.25,0,1.771657026,0.583378525
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,809338969,0.076967982,0.001329276,0.857971068,15.66747553,0.488008361,0.730408013,1870.150262,-613.6094279,245.6978524,557.8348872,338.1658975,15,0.462958502,0.675504594,579,0.253706674,0.020271256,0.72602207,0,0.385202469,0.095231151,0.188203059,27.56303609,0.005987136,0.0262948,0.854621162,0.243022578,0.384173525,6,0.213338247,0.274634691,62,6,0,0,1,0.37803552,0.17723813,0.166666667,0,0.166666667,0.666666667,3.549048591,0.416049188
Vip interneuron,Vip Crispld2 Kcne4,CGE interneuron,797722932,0.07693358,0.272596375,0.830421011,21.60868749,0.447660026,0.726653452,35.24398629,16.05151802,-276.0615353,64.55046968,-267.9772796,18,0.541741472,0.771185499,201,0.032142323,0.251009119,0.716848557,0.023633551,0.25280311,0.630587532,0.817984214,8.799275631,0.013007729,0.034826839,0.831880828,0.181958357,0.390779828,6,0.224486199,0.30386534,56,4,0,0,1,0.277802792,0.386762719,0.75,0,0,0.25,2.739248088,0.284130339
Sst Chodl interneuron,Sst Chodl,MGE interneuron,659405868,0.076794983,0.259901165,0.851866186,9.962527017,0.539993711,0.474135246,461.2038738,-29.24891448,48.29786324,-97.13083963,-262.355633,17,0.435682104,1.033644381,163,0.000396301,0.028533686,0.971070013,0,0.277807133,0.719022457,0.801409496,9.837484475,0.056687833,0.180567417,0.817744033,0.562426859,0.390010669,7,0.350293871,0.526617509,83,7,0,0,1,0.432290691,0.670537554,0.571428571,0,0,0.428571429,6.982825094,0.168191132
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,764726542,0.07670546,0.285923984,0.878473186,33.80086796,0.465394471,0.679740731,151.3621296,-445.9602986,-1299.392914,920.8031059,232.5177879,19,0.533545303,1.017347202,567,0.258038692,0.002868579,0.739092728,0,0.375316878,0.108272181,0.481186915,21.87166853,0.004404265,0.037546416,0.863511946,0.231183666,0.349029494,7,0.199685554,0.277218095,54,4,0,0,1,0.431009264,0.618722574,0.5,0,0.25,0.25,2.78949261,0.603444596
Lamp5 interneuron,Lamp5 Ntn1 Npy2r,CGE interneuron,764902677,0.076280481,0.003975717,0.839964996,2.136865883,0.616261995,0.093471924,284.723406,2081.096518,-195.6493725,616.1325681,28.01224341,15,0.348248366,0.507247729,229,0.026663076,0,0.973336924,0,0.371397792,0.227174791,0.455830269,11.16750719,0.025833561,0.098588102,0.85566699,0.151343291,0.181880587,6,0.160639775,0.19262647,59,7,0,0.095824778,0.904175222,0.407255305,0.370294319,0.428571429,0.285714286,0.285714286,0,2.315508283,0.081268015
Sncg interneuron,Sncg Vip Nptx2,CGE interneuron,714755043,0.07608727,0.021593968,0.828949234,14.59690922,0.460521167,0.258803507,-704.7399319,-18.76169481,319.5698273,74.10294787,-301.4620801,17,0.286434408,0.817542983,133,0,0,1,0,0.311671655,0.825352715,0.604660275,6.699591121,0.096111373,0.014365239,0.834289376,0.283877369,0.359112074,5,0.217823696,0.300829943,39,3,0.135830073,0.025153717,0.83901621,0.275013974,0.419787591,0,0,0.333333333,0.666666667,2.522125769,0.723233521
Sncg interneuron,Sncg Gpr50,CGE interneuron,941846857,0.075138095,0.378434493,0.817920095,34.91941445,0.593207992,0.69726331,97.15438382,-291.2515535,-160.1849179,-133.0652244,-39.59118347,15,0.543702124,0.855742597,157,0,0.462085308,0.537914692,0,0.340780862,0.648837734,0.754081496,12.68112983,0.008181351,0.106700774,0.845162575,0.247435824,0.273557203,5,0.197045246,0.275732561,30,6,0.045051195,0,0.954948805,0.405460751,0.167918089,0.333333333,0,0.166666667,0.5,1.907186417,0.327709311
Pvalb interneuron,Pvalb Reln Itm2a,MGE interneuron,698086962,0.07476961,0.048888563,0.894642104,13.00712536,0.421848007,0.523639592,603.948524,-984.2747851,-1208.852006,1098.044229,167.9724605,19,0.339692834,0.498780357,667,0.141966882,0.046293549,0.811739569,0.019776971,0.449997032,0.137100125,0.519067826,24.523934,0.011437616,0.057508745,0.896996385,0.297551626,0.277521274,6,0.244303032,0.263639497,39,5,0,0,1,0.340876945,0.320367751,0.2,0.2,0.2,0.4,2.066018529,0.480964225
Sst interneuron,Sst Nr2f2 Necab1,MGE interneuron,821788449,0.074735858,0.391497548,0.8253547,31.33449643,0.542177813,0.694885877,-393.3142973,96.3662737,-478.1004116,-949.374666,1312.445167,32,0.543595596,1.275149896,509,0.538525322,0,0.461474678,0,0.465748182,0.091912234,0.404992438,22.71942553,0.022698965,0.122148196,0.876988421,0.22916575,0.263730685,6,0.211439032,0.247784894,51,5,0,0.035966602,0.964033398,0.449582531,0.518946692,0.2,0.2,0.4,0.2,2.410707775,0.682552999
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,659413418,0.074423125,0.235623685,0.863771249,9.030246546,0.155720015,0.275626149,-184.156463,-70.69332947,-341.443486,36.78613127,-569.4219963,19,0.269867062,0.391270626,107,0.052063247,0,0.947936753,0.022247078,0.259930582,0.01889703,0.421277939,3.683699993,0.043212334,0.114306405,0.918612353,0.227443203,0.248970531,8,0.274211909,0.297993057,54,4,0,0.042003231,0.957996769,0.357565967,0.225632741,0.25,0,0.25,0.5,3.201346413,0.496830458
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,639818525,0.073782022,0.297003578,0.853555796,12.29335651,0.319458213,0.468675014,696.4359463,-688.2952799,-488.1249095,451.8832187,-139.2954017,16,0.465444813,0.575549278,379,0.110804943,0.015614562,0.873580494,0,0.368570474,0.101452906,0.351602214,18.06094023,0.053059911,0.232300572,0.873381451,0.170707323,0.319786409,7,0.328954828,0.398756202,47,3,0,0,1,0.358778626,0.294186729,0,0.333333333,0.333333333,0.333333333,2.571516385,0.469148174
Sst interneuron,Sst Hpse Sema3c,MGE interneuron,780005520,0.073754178,0.233815248,0.815344584,21.83608967,0.226523203,0.452578608,-194.3801441,15.45569191,-270.6290864,-263.1076897,-428.2954279,17,0.358355215,0.518885821,99,0.488544692,0,0.511455308,0,0.371410132,0.479832204,0.152604603,4.203176322,0.075749206,0.152633144,0.861757192,0.270821997,0.174638151,5,0.310118697,0.366767756,45,5,0,0.084619478,0.915380522,0.204896221,0.913783928,0.8,0,0,0.2,2.798874877,0.479564164
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,669523148,0.073662607,0.153984965,0.825236318,10.9441671,0.439128827,0.465286628,892.7512025,1784.465279,375.919166,120.1289538,174.0505069,18,0.370803718,0.559042069,425,0.049322448,0.053699184,0.896978369,0.017340691,0.240888814,0.134500463,0.121818014,19.09764396,0.003021099,0.045695137,0.897136891,0.143609077,0.209011101,9,0.141292836,0.163668154,82,4,0,0,1,0.437391806,0.453548759,0.5,0,0,0.5,2.347391014,0.190529963
Vip interneuron,Vip Crispld2 Kcne4,CGE interneuron,692777680,0.07346721,0.187867349,0.829098324,22.54300279,0.367606501,0.477958725,-16.78260596,63.64597644,-350.9198962,-43.4175328,-349.7085438,30,0.335051995,0.889692803,279,0.05912943,0.506355932,0.434514638,0.026923647,0.311248074,0.760015408,0.681249538,6.718438611,0.041258379,0.018447615,0.841449577,0.181380924,0.256112622,7,0.152810727,0.265235966,48,2,0,0,1,0.393592677,0.587528604,0.5,0,0,0.5,2.310710442,0.218646745
Sst interneuron,Sst Tac1 Tacr3,MGE interneuron,795563325,0.073221576,0.137618224,0.851857978,9.035258139,0.509724857,0.547946232,1156.845196,113.6373884,728.7155977,-493.6115914,-1.728229987,21,0.364779435,0.887239824,333,0.110159119,0.14630763,0.743533252,0,0.291717666,0.219420645,0.798642763,17.70268244,0.030070899,0.122078595,0.808870637,0.264713032,0.189973025,6,0.189952691,0.250740015,40,8,0,0,1,0.41319797,0.114213198,0.25,0.125,0.125,0.5,2.60016918,0.261772937
Pvalb interneuron,Pvalb Gabrg1,MGE interneuron,694437359,0.07315212,0.012270347,0.830404511,7.05333253,0.510150104,0.223449585,-768.2453584,-63.47898211,282.7498359,2.944701487,-13.49201131,13,0.367931516,0.570173108,181,0.243419789,0.012103746,0.744476465,0,0.256868396,0.238232469,0.42557235,8.569570974,0.072496225,0.03846223,0.807706035,0.342722601,0.129857265,3,0.213412007,0.268186663,22,6,0,0,1,0.463888889,0.488888889,0.166666667,0.333333333,0.333333333,0.166666667,1.494519648,0.755173225
Vip interneuron,Vip Lect1 Oxtr,CGE interneuron,696115308,0.072575369,0.126715106,0.821638531,12.30577782,0.379144428,0.410777987,458.8252034,-183.5381525,146.1008594,-131.2667524,-369.4870431,15,0.309572354,0.532352455,203,0,0.03923936,0.96076064,0,0.49517054,0.39450649,0.585203328,8.900484779,0.021499663,0.098643401,0.847374233,0.175195387,0.325246183,11,0.242101963,0.327727146,148,2,0.156666667,0,0.843333333,0.248787879,0.188181818,0,0,0.5,0.5,4.70932465,0.268742764
Sncg interneuron,Sncg Gpr50,CGE interneuron,913928092,0.072371597,0.115160453,0.835045712,11.88768333,0.737567401,0.644806495,-779.9437326,-193.7292307,83.28074631,78.24622333,283.5197175,14,0.419260872,0.830405596,153,0.14509886,0.056909719,0.797991422,0.023408351,0.472015901,0.578930851,0.492974353,14.20640394,0.027408747,0.012128724,0.840603232,0.273042476,0.296744372,7,0.253623328,0.295488836,52,4,0,0,1,0.433884298,0.376033058,0.25,0.25,0.25,0.25,3.393031052,0.665245118
Vip interneuron,Vip Lmo1 Myl1,CGE interneuron,744053590,0.071852812,0.222172509,0.834426522,13.86786148,0.194023709,0.313609805,-129.5543033,-99.39575376,-331.9349318,-66.60847659,-486.4502425,14,0.274999114,0.409514563,145,0,0,1,0,0.256861575,0.896778043,0.651535476,4.663797087,0.051505137,0.108193413,0.840425133,0.096741103,0.513222921,8,0.310992698,0.392594872,68,2,0.31925809,0.024467245,0.656274665,0.120757695,0.653906867,0.5,0,0,0.5,3.370377656,0.248568893
Vip interneuron,Vip Col15a1 Pde1a,CGE interneuron,760316107,0.071750806,0.380937094,0.82774756,17.29130039,0.319706633,0.482374801,198.7202827,135.2180516,197.7935771,-337.3340129,-432.7356792,16,0.439460839,0.687476841,161,0,0.265849635,0.734150365,0,0.278576479,0.829837379,0.472132965,6.067523112,0.060219785,0.015142367,0.852636553,0.208873881,0.203087399,6,0.16056857,0.207835566,51,3,0.264900662,0,0.735099338,0.417218543,0.398822664,0,0.333333333,0.333333333,0.333333333,2.030121472,0.117869102
Sst interneuron,Sst Calb2 Pdlim5,MGE interneuron,657999088,0.071122883,0.003833737,0.817529288,20.87747286,0.545364511,0.483763634,1358.155049,3305.461901,351.5107624,724.1906193,708.2010811,20,0.347460483,0.716864399,563,0.591863897,0,0.408136103,0.024853197,0.484809907,0.015797697,0.083125978,27.11198151,0.002485021,0.110137133,0.789721554,0.226038858,0.423993798,7,0.276186625,0.348196085,63,5,0,0.00952759,0.99047241,0.458118301,0.144501786,0.4,0,0,0.6,3.688682533,0.273387212
Sst Chodl interneuron,Sst Chodl,MGE interneuron,740875222,0.070983674,0.144291145,0.848323982,23.54018847,0.335211473,0.510244289,-475.5278479,-81.68323953,-394.1223534,-438.8827467,164.5119289,15,0.354868847,0.51226742,237,0.127103068,0.003817334,0.869079598,0,0.130354871,0.254488901,0.344935954,11.38151606,0.033999872,0.013437614,0.865967344,0.384932333,0.267860941,8,0.31421233,0.376147081,39,3,0,0,1,0.45276873,0.605320304,0,0.333333333,0.333333333,0.333333333,3.138571751,0.693690325
Vip interneuron,Vip Lmo1 Fam159b,CGE interneuron,744211669,0.070748318,0.001000104,0.820785334,8.680105516,0.263890012,0.381636201,-18.11652773,-111.4044751,-218.3242029,-204.6004095,-406.8190501,20,0.320580044,0.688262504,177,0,0.029534884,0.970465116,0.010672217,0.213023256,0.471860465,0.385960353,6.908010893,0.067463922,0.07782936,0.786183056,0.216316335,0.385625774,8,0.379834429,0.522467466,57,3,0.101995565,0,0.898004435,0.463414634,0.354767184,0,0.333333333,0.333333333,0.333333333,3.262548247,0.352016023
Vip interneuron,Vip Pygm C1ql1,CGE interneuron,709219898,0.070710755,0.072273113,0.830688244,5.032147043,0.263179709,0.229535374,-122.8698984,-133.9821762,-371.7423444,150.7854703,-560.8035161,19,0.330125915,0.682955096,123,0.027658267,0,0.972341733,0.010802038,0.45021512,0.138905962,0.20545172,5.146850987,0.051109222,0.029373802,0.845078337,0.199130326,0.213712485,7,0.219900822,0.310156515,38,4,0,0.016949153,0.983050847,0.326876513,0.376109766,0.25,0,0.25,0.5,1.905786221,0.418138961
Sst interneuron,Sst Esm1,MGE interneuron,863604233,0.070216408,0.480734996,0.819175335,49.80710254,0.546039228,0.764513051,-404.0759713,-109.2442809,-164.8117876,-418.5587955,837.6128237,19,0.649442046,1.069851915,239,0.563747188,0,0.436252812,0.027295047,0.287207024,0.052826355,0.44318285,21.09156317,0.033044027,0.016651178,0.819088919,0.388464323,0.289500941,7,0.267895272,0.358042479,50,4,0,0.01267089,0.98732911,0.432144048,0.623207736,0.25,0.25,0.25,0.25,4.110868843,0.787008551
Lamp5 interneuron,Lamp5 Lsp1,CGE interneuron,652300499,0.069466292,0.027846173,0.814201355,7.314604127,0.518751424,0.532433997,2018.074887,-1204.876241,328.0487939,477.2239219,179.1996561,31,0.346307826,0.931848692,573,0.203310525,0.166985309,0.629704166,0,0.471825317,0.427852687,0.552776236,29.90608074,0.006725512,0.005948499,0.878931457,0.1476481,0.186939577,6,0.147105989,0.167588132,68,8,0,0,1,0.41831972,0.410735123,0.25,0.25,0.25,0.25,2.801816961,0.288511476
Sncg interneuron,Sncg Slc17a8,CGE interneuron,941824942,0.068979043,0.109238891,0.832932525,3.9999099,0.578442657,0.481719773,-620.9795295,-12.57661289,151.1658583,-55.77734236,-267.8997759,18,0.36399637,1.026962706,63,0,0,1,0.046139658,0.465505542,0.669305587,0.484740437,6.292310395,0.025651317,0.116346241,0.873226421,0.478100009,0.521845343,8,0.35918395,0.457719919,93,5,0.00431566,0.031031648,0.964652692,0.487258529,0.583436087,0.2,0.2,0.4,0.2,7.378411592,0.715013769
Lamp5 interneuron,Lamp5 Plch2 Dock5,CGE interneuron,746086313,0.068908235,0.078909763,0.812721762,2.793615705,0.413438555,0.130414191,26.90211758,1252.293346,-196.355994,312.0356219,-258.2078046,28,0.242428509,0.473322256,301,0.001305483,0.002610966,0.996083551,0.007935241,0.373041775,0.831103133,0.72856772,8.262146609,0.042402492,0.064931011,0.869244043,0.159947988,0.11361763,6,0.102930881,0.113479393,46,6,0,0,1,0.428571429,0.606451613,0.166666667,0.166666667,0.333333333,0.333333333,1.374912438,0.030742171
Sst interneuron,Sst Myh8 Etv1,MGE interneuron,705570328,0.068678546,0.395151241,0.834357008,33.47061571,0.457455352,0.578151346,-266.17432,203.9277886,-436.8171967,-511.7945902,189.3675579,22,0.505683116,0.858191693,283,0.4836541,0,0.5163459,0,0.333640917,0.084761403,0.137835996,11.76625503,0.029421604,0.015524422,0.886533951,0.257824457,0.181323986,6,0.190490643,0.231664591,32,4,0,0.009337068,0.990662932,0.361344538,0.613445378,0.5,0,0.25,0.25,1.575208013,0.640913995
Sst interneuron,Sst Rxfp1 Prdm8,MGE interneuron,751991773,0.068381297,0.241165137,0.774064093,8.223600001,0.382374462,0.622334751,-684.5760361,-99.56073577,-216.4777197,-364.0705433,335.5768884,21,0.452644094,0.701716277,271,0.069344704,0.009313285,0.921342011,0,0.247868043,0.155969479,0.214150229,14.1587515,0.030007709,0.12467068,0.813750673,0.244828225,0.364948577,7,0.268234485,0.347013324,56,4,0,0,1,0.483193277,0.144607843,0.25,0.25,0.25,0.25,4.089814478,0.773257864
Pvalb interneuron,Pvalb Tpbg,MGE interneuron,682454193,0.068209832,0.223195821,0.862994224,8.363383762,0.387186675,0.580674724,942.148399,-132.5409868,765.6888611,-697.1056643,-146.4218594,17,0.442477367,0.615770563,385,0,0.086850477,0.913149523,0,0.259703075,0.146129374,0.716679954,14.45449723,0.044145601,0.186180789,0.896346752,0.234850261,0.288229963,4,0.282903266,0.335189025,33,7,0.044028619,0,0.955971381,0.400660429,0.217941662,0.142857143,0.142857143,0.285714286,0.428571429,2.72206026,0.262654942
Sst interneuron,Sst Crh 4930553C11Rik,MGE interneuron,718643723,0.068099819,0.239142277,0.849087615,14.74066329,0.711980856,0.558277697,-1047.285102,-225.452219,272.7082008,-19.71114758,690.6099157,22,0.448206134,0.868689764,373,0.16159589,0.011318937,0.827085173,0,0.444729871,0.300232801,0.410463622,20.70736398,0.046681456,0.025479479,0.891559693,0.280619069,0.252223079,5,0.304043944,0.327755116,40,6,0,0,1,0.354485777,0.55273523,0.166666667,0.166666667,0.5,0.166666667,3.809982393,0.751029881
Sst interneuron,Sst Hpse Cbln4,MGE interneuron,740780456,0.067989097,0.202600113,0.795773158,24.38199452,0.434570697,0.612525785,579.3167267,271.9136102,-1224.148127,871.2707592,452.9174656,41,0.447761885,1.029604922,783,0.337567253,0,0.662432747,0.019042596,0.342947474,0.13012369,0.309899763,28.11224303,0.01592972,0.053578559,0.828229358,0.326231207,0.375512064,7,0.236838812,0.315919387,62,4,0,0.003117693,0.996882307,0.446609509,0.298129384,0.25,0,0.25,0.5,3.809709178,0.499294779
